"State","sex","Urban_Rural","status","Disability_Type","dis_mar_count","dis_mar_total","dis_mar_perc","mar_count","mar_total","mar_perc"
"ANDAMAN & NICOBAR ISLANDS","M","Total","Seperated","Mental Retardation",2,160,0.0125,778,202871,0.0038349493027589
"ANDAMAN & NICOBAR ISLANDS","M","Total","Seperated","In Hearing",6,664,0.00903614457831325,778,202871,0.0038349493027589
"ANDAMAN & NICOBAR ISLANDS","M","Total","Widowed","Mental Illness",5,163,0.0306748466257669,3036,202871,0.014965174914108
"ANDAMAN & NICOBAR ISLANDS","M","Total","Widowed","Any Other",13,490,0.026530612244898,3036,202871,0.014965174914108
"ANDAMAN & NICOBAR ISLANDS","M","Total","Widowed","In Hearing",42,664,0.0632530120481928,3036,202871,0.014965174914108
"ANDAMAN & NICOBAR ISLANDS","M","Total","Widowed","Mental Retardation",2,160,0.0125,3036,202871,0.014965174914108
"ANDAMAN & NICOBAR ISLANDS","M","Total","Widowed","Multiple Disability",37,427,0.0866510538641686,3036,202871,0.014965174914108
"ANDAMAN & NICOBAR ISLANDS","M","Total","Widowed","In Speech",5,316,0.0158227848101266,3036,202871,0.014965174914108
"ANDAMAN & NICOBAR ISLANDS","M","Total","Widowed","Total disabled population",211,3861,0.0546490546490546,3036,202871,0.014965174914108
"ANDAMAN & NICOBAR ISLANDS","M","Total","Widowed","In Movement",56,1043,0.0536912751677852,3036,202871,0.014965174914108
"ANDAMAN & NICOBAR ISLANDS","M","Total","Widowed","In Seeing",51,598,0.0852842809364548,3036,202871,0.014965174914108
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Divorced","In Hearing",0,200,0,49,76584,0.00063982032800585
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Divorced","In Speech",0,100,0,49,76584,0.00063982032800585
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Divorced","Mental Retardation",0,53,0,49,76584,0.00063982032800585
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Divorced","In Movement",0,267,0,49,76584,0.00063982032800585
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Divorced","In Seeing",0,87,0,49,76584,0.00063982032800585
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Divorced","Total disabled population",1,1027,0.000973709834469328,49,76584,0.00063982032800585
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Divorced","Multiple Disability",1,98,0.0102040816326531,49,76584,0.00063982032800585
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Divorced","Any Other",0,166,0,49,76584,0.00063982032800585
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Divorced","Mental Illness",0,56,0,49,76584,0.00063982032800585
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Married","Any Other",83,166,0.5,38423,76584,0.501710540060587
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Married","Total disabled population",508,1027,0.494644595910419,38423,76584,0.501710540060587
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Married","In Movement",162,267,0.606741573033708,38423,76584,0.501710540060587
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Married","Multiple Disability",20,98,0.204081632653061,38423,76584,0.501710540060587
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Married","Mental Retardation",7,53,0.132075471698113,38423,76584,0.501710540060587
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Married","In Speech",40,100,0.4,38423,76584,0.501710540060587
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Married","In Hearing",125,200,0.625,38423,76584,0.501710540060587
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Married","In Seeing",48,87,0.551724137931034,38423,76584,0.501710540060587
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Married","Mental Illness",23,56,0.410714285714286,38423,76584,0.501710540060587
"ANDAMAN & NICOBAR ISLANDS","M","Urban","NeverMarried","In Movement",94,267,0.352059925093633,37179,76584,0.485466938263867
"ANDAMAN & NICOBAR ISLANDS","M","Urban","NeverMarried","Total disabled population",493,1027,0.480038948393379,37179,76584,0.485466938263867
"ANDAMAN & NICOBAR ISLANDS","M","Urban","NeverMarried","In Hearing",72,200,0.36,37179,76584,0.485466938263867
"ANDAMAN & NICOBAR ISLANDS","M","Urban","NeverMarried","Mental Illness",32,56,0.571428571428571,37179,76584,0.485466938263867
"ANDAMAN & NICOBAR ISLANDS","M","Urban","NeverMarried","In Speech",58,100,0.58,37179,76584,0.485466938263867
"ANDAMAN & NICOBAR ISLANDS","M","Urban","NeverMarried","Mental Retardation",46,53,0.867924528301887,37179,76584,0.485466938263867
"ANDAMAN & NICOBAR ISLANDS","M","Urban","NeverMarried","In Seeing",36,87,0.413793103448276,37179,76584,0.485466938263867
"ANDAMAN & NICOBAR ISLANDS","M","Urban","NeverMarried","Any Other",79,166,0.475903614457831,37179,76584,0.485466938263867
"ANDAMAN & NICOBAR ISLANDS","M","Urban","NeverMarried","Multiple Disability",76,98,0.775510204081633,37179,76584,0.485466938263867
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Seperated","Multiple Disability",0,98,0,224,76584,0.00292489292802674
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Seperated","Mental Retardation",0,53,0,224,76584,0.00292489292802674
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Seperated","In Speech",0,100,0,224,76584,0.00292489292802674
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Seperated","In Seeing",1,87,0.0114942528735632,224,76584,0.00292489292802674
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Seperated","Any Other",0,166,0,224,76584,0.00292489292802674
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Seperated","In Hearing",0,200,0,224,76584,0.00292489292802674
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Seperated","Mental Illness",0,56,0,224,76584,0.00292489292802674
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Seperated","In Movement",1,267,0.00374531835205993,224,76584,0.00292489292802674
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Seperated","Total disabled population",2,1027,0.00194741966893866,224,76584,0.00292489292802674
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Widowed","In Seeing",2,87,0.0229885057471264,709,76584,0.00925780841951321
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Widowed","In Speech",2,100,0.02,709,76584,0.00925780841951321
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Widowed","Multiple Disability",1,98,0.0102040816326531,709,76584,0.00925780841951321
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Widowed","In Movement",10,267,0.0374531835205993,709,76584,0.00925780841951321
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Widowed","Any Other",4,166,0.0240963855421687,709,76584,0.00925780841951321
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Widowed","Mental Retardation",0,53,0,709,76584,0.00925780841951321
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Widowed","In Hearing",3,200,0.015,709,76584,0.00925780841951321
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Widowed","Mental Illness",1,56,0.0178571428571429,709,76584,0.00925780841951321
"ANDAMAN & NICOBAR ISLANDS","M","Urban","Widowed","Total disabled population",23,1027,0.0223953261927945,709,76584,0.00925780841951321
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Divorced","In Hearing",2,834,0.00239808153477218,250,237093,0.00105443855364772
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Divorced","Mental Illness",0,264,0,250,237093,0.00105443855364772
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Divorced","In Speech",1,362,0.00276243093922652,250,237093,0.00105443855364772
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Divorced","Multiple Disability",0,572,0,250,237093,0.00105443855364772
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Divorced","In Seeing",1,919,0.00108813928182807,250,237093,0.00105443855364772
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Divorced","Any Other",5,545,0.00917431192660551,250,237093,0.00105443855364772
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Divorced","In Movement",3,1195,0.00251046025104603,250,237093,0.00105443855364772
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Divorced","Total disabled population",13,4880,0.00266393442622951,250,237093,0.00105443855364772
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Divorced","Mental Retardation",1,189,0.00529100529100529,250,237093,0.00105443855364772
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Married","Any Other",226,545,0.414678899082569,118721,237093,0.500735998110446
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Married","In Seeing",520,919,0.565832426550599,118721,237093,0.500735998110446
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Married","Multiple Disability",199,572,0.347902097902098,118721,237093,0.500735998110446
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Married","In Speech",120,362,0.331491712707182,118721,237093,0.500735998110446
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Married","Total disabled population",2293,4880,0.469877049180328,118721,237093,0.500735998110446
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Married","In Hearing",472,834,0.565947242206235,118721,237093,0.500735998110446
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Married","Mental Retardation",39,189,0.206349206349206,118721,237093,0.500735998110446
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Married","In Movement",638,1195,0.533891213389121,118721,237093,0.500735998110446
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Married","Mental Illness",79,264,0.299242424242424,118721,237093,0.500735998110446
"ANDAMAN & NICOBAR ISLANDS","P","Rural","NeverMarried","In Movement",400,1195,0.334728033472803,106415,237093,0.448832314745691
"ANDAMAN & NICOBAR ISLANDS","P","Rural","NeverMarried","Mental Illness",149,264,0.564393939393939,106415,237093,0.448832314745691
"ANDAMAN & NICOBAR ISLANDS","P","Rural","NeverMarried","Mental Retardation",142,189,0.751322751322751,106415,237093,0.448832314745691
"ANDAMAN & NICOBAR ISLANDS","P","Rural","NeverMarried","In Seeing",208,919,0.226332970620239,106415,237093,0.448832314745691
"ANDAMAN & NICOBAR ISLANDS","P","Rural","NeverMarried","In Speech",225,362,0.621546961325967,106415,237093,0.448832314745691
"ANDAMAN & NICOBAR ISLANDS","P","Rural","NeverMarried","Multiple Disability",271,572,0.473776223776224,106415,237093,0.448832314745691
"ANDAMAN & NICOBAR ISLANDS","P","Rural","NeverMarried","In Hearing",212,834,0.254196642685851,106415,237093,0.448832314745691
"ANDAMAN & NICOBAR ISLANDS","P","Rural","NeverMarried","Any Other",282,545,0.51743119266055,106415,237093,0.448832314745691
"ANDAMAN & NICOBAR ISLANDS","P","Rural","NeverMarried","Total disabled population",1889,4880,0.387090163934426,106415,237093,0.448832314745691
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Seperated","Any Other",5,545,0.00917431192660551,1183,237093,0.00498960323586103
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Seperated","Multiple Disability",8,572,0.013986013986014,1183,237093,0.00498960323586103
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Seperated","Mental Illness",10,264,0.0378787878787879,1183,237093,0.00498960323586103
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Seperated","In Movement",10,1195,0.00836820083682008,1183,237093,0.00498960323586103
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Seperated","In Speech",4,362,0.0110497237569061,1183,237093,0.00498960323586103
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Seperated","Mental Retardation",2,189,0.0105820105820106,1183,237093,0.00498960323586103
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Seperated","In Hearing",9,834,0.0107913669064748,1183,237093,0.00498960323586103
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Seperated","Total disabled population",56,4880,0.0114754098360656,1183,237093,0.00498960323586103
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Seperated","In Seeing",8,919,0.00870511425462459,1183,237093,0.00498960323586103
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Widowed","In Speech",12,362,0.0331491712707182,10524,237093,0.0443876453543546
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Widowed","In Movement",144,1195,0.120502092050209,10524,237093,0.0443876453543546
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Widowed","Total disabled population",629,4880,0.128893442622951,10524,237093,0.0443876453543546
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Widowed","Multiple Disability",94,572,0.164335664335664,10524,237093,0.0443876453543546
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Widowed","Any Other",27,545,0.0495412844036697,10524,237093,0.0443876453543546
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Widowed","In Hearing",139,834,0.166666666666667,10524,237093,0.0443876453543546
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Widowed","Mental Retardation",5,189,0.0264550264550265,10524,237093,0.0443876453543546
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Widowed","Mental Illness",26,264,0.0984848484848485,10524,237093,0.0443876453543546
"ANDAMAN & NICOBAR ISLANDS","P","Rural","Widowed","In Seeing",182,919,0.198041349292709,10524,237093,0.0443876453543546
"ANDAMAN & NICOBAR ISLANDS","P","Total","Divorced","Any Other",5,838,0.00596658711217184,413,380581,0.00108518291769689
"ANDAMAN & NICOBAR ISLANDS","P","Total","Divorced","In Speech",1,531,0.00188323917137476,413,380581,0.00108518291769689
"ANDAMAN & NICOBAR ISLANDS","P","Total","Divorced","In Seeing",1,1084,0.000922509225092251,413,380581,0.00108518291769689
"ANDAMAN & NICOBAR ISLANDS","P","Total","Divorced","Multiple Disability",1,737,0.00135685210312076,413,380581,0.00108518291769689
"ANDAMAN & NICOBAR ISLANDS","P","Total","Divorced","Mental Illness",0,364,0,413,380581,0.00108518291769689
"ANDAMAN & NICOBAR ISLANDS","P","Total","Divorced","Mental Retardation",2,294,0.00680272108843537,413,380581,0.00108518291769689
"ANDAMAN & NICOBAR ISLANDS","P","Total","Divorced","In Hearing",3,1219,0.00246103363412633,413,380581,0.00108518291769689
"ANDAMAN & NICOBAR ISLANDS","P","Total","Divorced","Total disabled population",16,6660,0.0024024024024024,413,380581,0.00108518291769689
"ANDAMAN & NICOBAR ISLANDS","P","Total","Divorced","In Movement",3,1593,0.00188323917137476,413,380581,0.00108518291769689
"ANDAMAN & NICOBAR ISLANDS","P","Total","Married","Multiple Disability",224,737,0.30393487109905,192735,380581,0.506423074194455
"ANDAMAN & NICOBAR ISLANDS","P","Total","Married","Any Other",362,838,0.431980906921241,192735,380581,0.506423074194455
"ANDAMAN & NICOBAR ISLANDS","P","Total","Married","In Hearing",685,1219,0.561936013125513,192735,380581,0.506423074194455
"ANDAMAN & NICOBAR ISLANDS","P","Total","Married","In Movement",849,1593,0.532956685499058,192735,380581,0.506423074194455
"ANDAMAN & NICOBAR ISLANDS","P","Total","Married","Total disabled population",3080,6660,0.462462462462462,192735,380581,0.506423074194455
"ANDAMAN & NICOBAR ISLANDS","P","Total","Married","In Seeing",597,1084,0.550738007380074,192735,380581,0.506423074194455
"ANDAMAN & NICOBAR ISLANDS","P","Total","Married","In Speech",188,531,0.354048964218456,192735,380581,0.506423074194455
"ANDAMAN & NICOBAR ISLANDS","P","Total","Married","Mental Illness",114,364,0.313186813186813,192735,380581,0.506423074194455
"ANDAMAN & NICOBAR ISLANDS","P","Total","Married","Mental Retardation",61,294,0.207482993197279,192735,380581,0.506423074194455
"ANDAMAN & NICOBAR ISLANDS","P","Total","NeverMarried","Any Other",430,838,0.513126491646778,170177,380581,0.447150540883544
"ANDAMAN & NICOBAR ISLANDS","P","Total","NeverMarried","Mental Illness",205,364,0.563186813186813,170177,380581,0.447150540883544
"ANDAMAN & NICOBAR ISLANDS","P","Total","NeverMarried","In Speech",318,531,0.598870056497175,170177,380581,0.447150540883544
"ANDAMAN & NICOBAR ISLANDS","P","Total","NeverMarried","In Movement",553,1593,0.347143753923415,170177,380581,0.447150540883544
"ANDAMAN & NICOBAR ISLANDS","P","Total","NeverMarried","Multiple Disability",404,737,0.548168249660787,170177,380581,0.447150540883544
"ANDAMAN & NICOBAR ISLANDS","P","Total","NeverMarried","Mental Retardation",218,294,0.741496598639456,170177,380581,0.447150540883544
"ANDAMAN & NICOBAR ISLANDS","P","Total","NeverMarried","In Seeing",283,1084,0.261070110701107,170177,380581,0.447150540883544
"ANDAMAN & NICOBAR ISLANDS","P","Total","NeverMarried","In Hearing",358,1219,0.293683347005742,170177,380581,0.447150540883544
"ANDAMAN & NICOBAR ISLANDS","P","Total","NeverMarried","Total disabled population",2769,6660,0.415765765765766,170177,380581,0.447150540883544
"ANDAMAN & NICOBAR ISLANDS","P","Total","Seperated","Mental Illness",10,364,0.0274725274725275,1695,380581,0.00445371681718215
"ANDAMAN & NICOBAR ISLANDS","P","Total","Seperated","In Seeing",9,1084,0.00830258302583026,1695,380581,0.00445371681718215
"ANDAMAN & NICOBAR ISLANDS","P","Total","Seperated","Any Other",5,838,0.00596658711217184,1695,380581,0.00445371681718215
"ANDAMAN & NICOBAR ISLANDS","P","Total","Seperated","Multiple Disability",8,737,0.0108548168249661,1695,380581,0.00445371681718215
"ANDAMAN & NICOBAR ISLANDS","P","Total","Seperated","In Hearing",10,1219,0.00820344544708778,1695,380581,0.00445371681718215
"ANDAMAN & NICOBAR ISLANDS","P","Total","Seperated","Total disabled population",63,6660,0.00945945945945946,1695,380581,0.00445371681718215
"ANDAMAN & NICOBAR ISLANDS","P","Total","Seperated","In Movement",13,1593,0.00816070307595731,1695,380581,0.00445371681718215
"ANDAMAN & NICOBAR ISLANDS","P","Total","Seperated","In Speech",4,531,0.00753295668549906,1695,380581,0.00445371681718215
"ANDAMAN & NICOBAR ISLANDS","P","Total","Seperated","Mental Retardation",4,294,0.0136054421768707,1695,380581,0.00445371681718215
"ANDAMAN & NICOBAR ISLANDS","P","Total","Widowed","In Movement",175,1593,0.109855618330195,15561,380581,0.0408874851871218
"ANDAMAN & NICOBAR ISLANDS","P","Total","Widowed","Multiple Disability",100,737,0.135685210312076,15561,380581,0.0408874851871218
"ANDAMAN & NICOBAR ISLANDS","P","Total","Widowed","Any Other",36,838,0.0429594272076372,15561,380581,0.0408874851871218
"ANDAMAN & NICOBAR ISLANDS","P","Total","Widowed","Mental Illness",35,364,0.0961538461538462,15561,380581,0.0408874851871218
"ANDAMAN & NICOBAR ISLANDS","P","Total","Widowed","In Speech",20,531,0.0376647834274953,15561,380581,0.0408874851871218
"ANDAMAN & NICOBAR ISLANDS","P","Total","Widowed","In Seeing",194,1084,0.178966789667897,15561,380581,0.0408874851871218
"ANDAMAN & NICOBAR ISLANDS","P","Total","Widowed","In Hearing",163,1219,0.133716160787531,15561,380581,0.0408874851871218
"ANDAMAN & NICOBAR ISLANDS","P","Total","Widowed","Mental Retardation",9,294,0.0306122448979592,15561,380581,0.0408874851871218
"ANDAMAN & NICOBAR ISLANDS","P","Total","Widowed","Total disabled population",732,6660,0.10990990990991,15561,380581,0.0408874851871218
"ANDAMAN & NICOBAR ISLANDS","P","Urban","Divorced","In Hearing",1,385,0.0025974025974026,163,143488,0.00113598349687779
"ANDAMAN & NICOBAR ISLANDS","P","Urban","Divorced","Any Other",0,293,0,163,143488,0.00113598349687779
"ANDAMAN & NICOBAR ISLANDS","P","Urban","Divorced","Mental Retardation",1,105,0.00952380952380952,163,143488,0.00113598349687779
"ANDAMAN & NICOBAR ISLANDS","P","Urban","Divorced","Multiple Disability",1,165,0.00606060606060606,163,143488,0.00113598349687779
"ANDAMAN & NICOBAR ISLANDS","P","Urban","Divorced","In Speech",0,169,0,163,143488,0.00113598349687779
"ANDAMAN & NICOBAR ISLANDS","P","Urban","Divorced","In Movement",0,398,0,163,143488,0.00113598349687779
"ANDAMAN & NICOBAR ISLANDS","P","Urban","Divorced","In Seeing",0,165,0,163,143488,0.00113598349687779
"ANDAMAN & NICOBAR ISLANDS","P","Urban","Divorced","Total disabled population",3,1780,0.00168539325842697,163,143488,0.00113598349687779
